Employee_ID,Gender,Age,Department,Job_Level,Years_At_Company,Monthly_Salary_INR,Avg_Weekly_Hours,Performance_Rating,Promotion_Last_2_Years,Training_Hours_Last_Year,Attrition
EMP10685,Female,38,Technology,Analyst,0.1,35985,39,2,No,45,Yes
EMP10686,Female,26,Consulting,Senior Analyst,0.1,37391,68,4,No,21,Yes
EMP10687,Male,29,Technology,Senior Analyst,7.0,29861,44,4,No,59,Yes
EMP10688,Male,21,Advisory,Manager,0.2,59364,41,3,Yes,10,Yes
EMP10689,Female,29,Audit,Senior Analyst,6.7,107399,49,1,No,46,No
EMP10690,Female,36,Consulting,Manager,0.8,67923,58,3,No,30,Yes
EMP10691,Female,33,Audit,Senior Analyst,4.0,163991,60,1,No,76,Yes
EMP10692,Male,29,Consulting,Analyst,1.1,110818,60,1,No,17,Yes
EMP10693,Female,41,Advisory,Analyst,5.9,96160,60,4,No,21,Yes
EMP10694,Female,33,Audit,Senior Analyst,3.6,153165,44,2,No,55,No
EMP10695,Female,29,Audit,Analyst,1.5,164248,51,2,No,16,Yes
EMP10696,Male,31,Consulting,Analyst,0.2,58529,48,4,No,37,Yes
EMP10697,Female,24,Technology,Senior Analyst,4.0,169013,36,2,Yes,24,No
EMP10698,Female,22,Tax,Manager,2.9,26669,47,3,No,31,Yes
EMP10699,Male,26,Tax,Analyst,0.0,142373,61,2,No,14,Yes
EMP10700,Female,34,Audit,Manager,0.0,69859,43,3,Yes,12,Yes
EMP10701,Female,24,Tax,Manager,5.0,80786,41,4,No,57,Yes
EMP10702,Male,26,Tax,Senior Analyst,0.9,45323,44,4,Yes,49,Yes
EMP10703,Female,39,Advisory,Analyst,3.0,31021,43,3,No,10,Yes
EMP10704,Male,26,Technology,Analyst,1.8,64807,56,2,No,12,Yes
EMP10705,Male,22,Consulting,Senior Analyst,6.0,153305,57,2,No,49,Yes
EMP10706,Female,38,Technology,Senior Analyst,7.5,75355,41,3,No,37,Yes
EMP10707,Female,33,Technology,Manager,17.2,138415,43,5,Yes,0,No
EMP10708,Female,29,Audit,Senior Analyst,0.5,33711,61,3,Yes,38,Yes
EMP10709,Female,43,Consulting,Analyst,6.0,32904,58,3,No,26,Yes
EMP10710,Male,39,Technology,Analyst,0.9,89033,63,2,No,35,Yes
EMP10711,Female,33,Audit,Senior Analyst,2.7,111478,51,4,No,31,No
EMP10712,Male,31,Consulting,Analyst,2.1,145035,54,4,No,40,Yes
EMP10713,Female,21,Technology,Analyst,0.1,28093,41,4,No,14,Yes
EMP10714,Female,44,Advisory,Senior Analyst,8.1,49918,41,4,No,30,No
EMP10715,Female,42,Audit,Analyst,0.2,165466,62,3,No,5,Yes
EMP10716,Male,27,Advisory,Analyst,3.5,149501,53,2,Yes,51,Yes
EMP10717,Female,41,Audit,Analyst,4.6,117510,54,3,No,21,Yes
EMP10718,Female,35,Consulting,Analyst,4.8,118708,41,4,No,30,No
EMP10719,Female,21,Audit,Analyst,0.4,122819,40,4,Yes,72,Yes
EMP10720,Female,32,Advisory,Senior Analyst,1.8,169352,59,3,No,45,Yes
EMP10721,Male,27,Consulting,Manager,5.3,61303,47,4,No,66,No
EMP10722,Female,35,Tax,Analyst,1.1,52453,56,4,No,42,Yes
EMP10723,Male,41,Advisory,Manager,1.9,133886,51,4,No,0,No
EMP10724,Male,39,Consulting,Analyst,1.0,85695,56,3,Yes,43,Yes
EMP10725,Male,21,Advisory,Senior Analyst,1.9,158412,68,4,No,56,Yes
EMP10726,Male,37,Audit,Manager,6.6,63057,42,3,Yes,8,No
EMP10727,Male,37,Advisory,Senior Analyst,1.8,156669,52,4,No,4,No
EMP10728,Male,23,Audit,Manager,2.4,119655,58,5,No,78,No
EMP10729,Female,32,Technology,Analyst,1.6,40025,36,3,No,8,Yes
EMP10730,Male,26,Audit,Analyst,1.8,32145,36,4,Yes,44,Yes
EMP10731,Male,31,Consulting,Manager,0.0,126206,61,4,No,76,Yes
EMP10732,Male,23,Advisory,Analyst,1.0,66723,48,2,No,23,Yes
EMP10733,Female,28,Consulting,Analyst,1.7,98230,46,3,No,73,Yes
EMP10734,Female,34,Audit,Senior Analyst,3.0,160902,66,2,No,41,No
EMP10735,Male,34,Advisory,Manager,1.8,179824,62,5,Yes,21,Yes
EMP10736,Female,30,Advisory,Manager,1.2,133138,62,4,No,59,Yes
EMP10737,Male,22,Tax,Analyst,1.5,87040,59,2,No,36,Yes
EMP10738,Male,34,Consulting,Manager,0.8,133668,38,2,No,38,Yes
EMP10739,Female,29,Advisory,Analyst,7.8,80030,60,3,No,73,Yes
EMP10740,Male,23,Consulting,Analyst,2.2,81815,37,3,No,73,Yes
EMP10741,Female,41,Advisory,Senior Analyst,0.0,137789,35,1,No,52,Yes
EMP10742,Female,28,Advisory,Analyst,0.1,82923,51,3,No,27,Yes
EMP10743,Male,36,Consulting,Analyst,10.8,92904,41,3,Yes,76,Yes
EMP10744,Male,22,Audit,Senior Analyst,0.8,102088,39,2,Yes,14,Yes
EMP10745,Female,26,Audit,Analyst,4.9,30608,53,4,No,59,Yes
EMP10746,Male,41,Audit,Analyst,0.2,70667,68,5,Yes,59,Yes
EMP10747,Male,32,Audit,Analyst,7.6,80547,69,4,No,5,Yes
EMP10748,Male,25,Consulting,Senior Analyst,6.2,178557,50,4,No,51,Yes
EMP10749,Female,22,Advisory,Senior Analyst,2.5,165934,61,3,No,11,Yes
EMP10750,Female,36,Audit,Manager,0.0,153391,59,3,No,18,Yes
EMP10751,Male,25,Technology,Manager,0.9,100948,60,3,No,74,Yes
EMP10752,Female,35,Audit,Senior Analyst,1.6,96880,48,4,Yes,1,Yes
EMP10753,Female,32,Tax,Manager,1.8,82560,48,5,No,54,Yes
EMP10754,Female,24,Advisory,Analyst,1.1,140063,48,4,Yes,14,No
EMP10755,Female,35,Consulting,Analyst,0.1,119218,59,4,No,63,Yes
EMP10756,Female,31,Audit,Manager,2.7,139462,38,4,No,68,Yes
EMP10757,Male,36,Advisory,Analyst,2.2,175395,49,3,No,14,No
EMP10758,Male,43,Consulting,Senior Manager,1.0,42997,66,3,No,42,Yes
EMP10759,Male,26,Technology,Senior Analyst,0.1,146266,52,2,No,73,No
EMP10760,Female,34,Consulting,Manager,15.7,28679,48,1,No,16,No
EMP10761,Female,38,Technology,Analyst,2.0,65308,35,4,No,23,Yes
EMP10762,Male,32,Audit,Analyst,4.2,30695,54,3,No,73,Yes
EMP10763,Female,31,Tax,Analyst,1.8,83499,44,3,No,29,Yes
EMP10764,Male,33,Advisory,Senior Analyst,0.1,48382,44,3,No,66,Yes
EMP10765,Male,41,Tax,Senior Analyst,1.1,39235,58,3,Yes,50,Yes
EMP10766,Male,43,Audit,Manager,1.2,158438,68,3,Yes,59,Yes
EMP10767,Female,31,Advisory,Analyst,5.5,137468,62,3,Yes,2,Yes
EMP10768,Female,43,Consulting,Analyst,3.2,31764,61,3,Yes,4,Yes
EMP10769,Male,36,Tax,Analyst,1.0,138831,35,4,No,27,Yes
EMP10770,Male,35,Consulting,Senior Analyst,10.3,86836,67,3,No,77,Yes
EMP10771,Male,41,Technology,Manager,1.2,56923,38,4,No,10,Yes
EMP10772,Male,35,Audit,Analyst,19.0,120711,41,4,No,71,No
EMP10773,Female,24,Tax,Senior Analyst,16.7,41292,43,4,No,71,Yes
EMP10774,Female,31,Technology,Analyst,0.6,149913,50,4,No,75,Yes
EMP10775,Male,39,Tax,Senior Analyst,1.1,157686,39,3,No,14,Yes
EMP10776,Male,35,Consulting,Manager,2.0,45939,68,1,No,47,No
EMP10777,Female,24,Consulting,Analyst,3.3,43800,57,3,No,45,Yes
EMP10778,Female,41,Technology,Analyst,2.3,81440,59,3,No,27,Yes
EMP10779,Male,33,Audit,Senior Manager,10.5,179318,47,5,No,6,No
EMP10780,Male,42,Consulting,Manager,3.9,152521,58,4,No,70,No
EMP10781,Male,39,Advisory,Senior Analyst,0.7,146327,45,2,Yes,5,Yes
EMP10782,Female,22,Tax,Senior Analyst,0.3,74648,51,2,No,57,Yes
EMP10783,Female,34,Audit,Analyst,3.5,140192,47,2,No,67,No
EMP10784,Female,24,Advisory,Senior Analyst,0.5,118498,61,4,No,54,Yes
EMP10785,Male,36,Tax,Manager,4.6,54764,54,4,No,66,No
EMP10786,Male,41,Audit,Senior Analyst,1.1,57470,67,4,No,48,Yes
EMP10787,Female,40,Technology,Analyst,1.2,82207,66,5,No,50,Yes
EMP10788,Female,34,Audit,Analyst,0.0,87157,42,3,No,58,No
EMP10789,Male,35,Consulting,Analyst,3.6,159288,63,3,No,5,Yes
EMP10790,Female,23,Audit,Analyst,0.4,178144,53,3,No,50,No
EMP10791,Female,28,Audit,Analyst,4.4,118778,40,3,No,37,No
EMP10792,Male,36,Technology,Analyst,2.0,155016,55,5,Yes,10,No
EMP10793,Female,30,Consulting,Analyst,4.6,149288,56,3,No,51,No
EMP10794,Male,24,Consulting,Analyst,2.6,135573,44,4,Yes,19,Yes
EMP10795,Male,38,Audit,Senior Analyst,0.3,145730,44,3,No,9,Yes
EMP10796,Male,22,Advisory,Analyst,4.4,173933,63,1,No,25,Yes
EMP10797,Male,37,Advisory,Analyst,0.2,89186,50,2,Yes,47,No
EMP10798,Male,33,Consulting,Analyst,2.0,29960,35,3,No,13,No
EMP10799,Male,24,Consulting,Analyst,0.6,43781,51,4,No,58,Yes
EMP10800,Male,31,Technology,Senior Analyst,4.2,56126,64,3,Yes,11,Yes
EMP10801,Female,27,Consulting,Analyst,7.3,178650,60,4,Yes,22,No
EMP10802,Male,32,Consulting,Manager,2.4,131034,53,4,No,71,No
EMP10803,Male,30,Consulting,Manager,2.2,42883,55,3,No,38,No
EMP10804,Female,27,Tax,Senior Analyst,4.3,54782,51,4,No,8,No
EMP10805,Female,33,Consulting,Senior Analyst,0.0,81387,55,3,No,24,Yes
EMP10806,Female,27,Consulting,Manager,7.5,173051,53,4,No,16,Yes
EMP10807,Male,44,Consulting,Senior Analyst,0.7,58746,41,4,No,41,Yes
EMP10808,Female,37,Technology,Analyst,12.4,91266,51,5,No,28,Yes
EMP10809,Male,30,Consulting,Analyst,4.0,25056,35,3,No,59,Yes
EMP10810,Male,30,Tax,Manager,4.5,56457,40,3,No,66,No
EMP10811,Male,44,Consulting,Analyst,3.2,158315,60,2,No,56,Yes
EMP10812,Male,24,Audit,Analyst,1.9,157773,36,3,No,71,Yes
EMP10813,Female,40,Tax,Senior Analyst,2.5,98839,66,4,No,13,Yes
EMP10814,Female,24,Consulting,Manager,0.1,105636,39,5,No,38,Yes
EMP10815,Male,42,Technology,Analyst,2.9,132697,65,3,Yes,15,Yes
EMP10816,Male,27,Technology,Senior Analyst,3.0,91483,46,2,No,17,Yes
EMP10817,Male,42,Technology,Analyst,6.7,45505,69,3,No,74,Yes
EMP10818,Female,21,Audit,Senior Analyst,2.1,162625,64,3,No,19,No
EMP10819,Male,32,Tax,Analyst,0.2,58525,40,3,No,45,Yes
EMP10820,Male,44,Consulting,Analyst,1.1,121008,49,3,No,44,No
EMP10821,Female,33,Technology,Manager,3.2,69348,49,4,No,3,Yes
EMP10822,Female,30,Advisory,Senior Analyst,0.8,32273,50,1,No,19,Yes
EMP10823,Male,35,Tax,Senior Analyst,1.0,89236,54,3,Yes,10,Yes
EMP10824,Female,33,Consulting,Analyst,5.2,159607,47,4,No,64,No
EMP10825,Female,43,Consulting,Analyst,2.6,174749,65,3,No,17,Yes
EMP10826,Male,42,Audit,Senior Analyst,2.1,132157,68,4,No,38,Yes
EMP10827,Female,42,Tax,Analyst,1.2,25908,63,4,No,43,Yes
EMP10828,Male,41,Consulting,Analyst,3.9,133352,37,4,No,17,No
EMP10829,Female,42,Consulting,Analyst,1.0,120967,43,3,Yes,46,Yes
EMP10830,Male,29,Tax,Senior Analyst,4.0,113989,45,3,No,30,Yes
EMP10831,Male,29,Advisory,Manager,0.2,60079,45,4,Yes,38,No
EMP10832,Male,35,Audit,Senior Manager,6.0,136889,59,4,No,37,Yes
EMP10833,Female,30,Advisory,Senior Analyst,2.1,74323,56,3,No,78,Yes
EMP10834,Male,44,Consulting,Analyst,1.7,114909,43,2,No,46,Yes
EMP10835,Female,30,Consulting,Analyst,2.8,71105,54,2,No,69,No
EMP10836,Male,28,Audit,Manager,2.9,157957,55,2,No,7,Yes
EMP10837,Male,44,Audit,Analyst,0.4,26049,44,3,Yes,64,Yes
EMP10838,Female,36,Consulting,Senior Manager,4.2,78281,56,2,No,12,No
EMP10839,Male,37,Tax,Analyst,1.0,68271,63,3,Yes,54,Yes
EMP10840,Male,25,Audit,Senior Manager,7.1,91697,43,4,Yes,42,No
EMP10841,Female,24,Consulting,Manager,5.1,61534,39,3,Yes,3,Yes
EMP10842,Male,38,Technology,Manager,1.3,118034,45,4,No,70,Yes
EMP10843,Male,44,Audit,Analyst,4.9,83097,35,4,No,59,No
EMP10844,Male,39,Consulting,Analyst,1.3,50037,35,3,No,11,Yes
EMP10845,Male,24,Tax,Analyst,0.3,52278,39,4,No,58,Yes
EMP10846,Female,27,Technology,Analyst,9.8,164344,56,4,Yes,76,Yes
EMP10847,Female,30,Tax,Analyst,3.2,124173,60,3,No,53,Yes
EMP10848,Male,38,Tax,Senior Analyst,1.8,63294,40,3,Yes,43,Yes
EMP10849,Female,39,Tax,Analyst,1.5,98277,66,3,No,15,Yes
EMP10850,Male,24,Consulting,Senior Analyst,1.2,29694,45,5,Yes,5,Yes
EMP10851,Female,30,Tax,Senior Analyst,12.0,83150,44,4,No,13,No
EMP10852,Male,21,Audit,Analyst,0.4,92470,68,2,No,57,Yes
EMP10853,Male,43,Technology,Senior Manager,1.1,46556,65,4,No,30,Yes
EMP10854,Male,38,Consulting,Analyst,2.0,74086,46,3,No,40,No
EMP10855,Male,25,Advisory,Analyst,2.0,174979,50,3,No,34,No
EMP10856,Male,35,Consulting,Senior Analyst,1.9,176365,37,4,Yes,9,Yes
EMP10857,Male,37,Tax,Manager,0.6,124468,36,3,No,29,Yes
EMP10858,Female,23,Audit,Analyst,0.5,58387,39,4,No,43,No
EMP10859,Male,32,Technology,Analyst,0.9,93602,45,4,Yes,54,Yes
EMP10860,Female,22,Tax,Senior Analyst,7.4,177328,59,4,No,70,Yes
EMP10861,Male,21,Audit,Analyst,0.4,161666,69,2,Yes,17,Yes
EMP10862,Female,43,Tax,Senior Analyst,4.2,27460,69,4,No,78,Yes
EMP10863,Female,41,Tax,Manager,4.3,97356,56,5,Yes,38,Yes
EMP10864,Female,37,Advisory,Senior Manager,5.0,79698,56,2,No,41,Yes
EMP10865,Male,42,Consulting,Analyst,6.5,126746,45,3,No,53,No
EMP10866,Male,36,Consulting,Analyst,0.9,41191,66,3,Yes,29,Yes
EMP10867,Female,25,Audit,Analyst,0.8,109631,69,4,No,19,Yes
EMP10868,Male,35,Consulting,Analyst,1.9,35529,65,4,No,41,Yes
EMP10869,Female,23,Technology,Analyst,0.9,57175,42,2,No,4,Yes
EMP10870,Male,27,Audit,Analyst,4.0,42675,54,4,No,49,No
EMP10871,Female,31,Tax,Senior Manager,3.0,71798,68,2,No,40,Yes
EMP10872,Female,30,Consulting,Manager,6.2,95910,38,4,No,38,Yes
EMP10873,Male,29,Consulting,Analyst,0.3,155400,52,3,Yes,56,Yes
EMP10874,Female,34,Tax,Analyst,7.4,103678,38,3,Yes,56,No
EMP10875,Male,33,Technology,Analyst,1.0,87821,54,2,No,36,Yes
EMP10876,Female,22,Consulting,Analyst,2.0,37204,43,2,Yes,6,No
EMP10877,Female,23,Consulting,Senior Analyst,1.7,32394,50,4,No,4,Yes
EMP10878,Male,27,Consulting,Senior Analyst,4.3,89814,60,3,No,78,Yes
EMP10879,Male,41,Audit,Manager,1.6,58593,59,2,No,50,Yes
EMP10880,Male,38,Consulting,Senior Analyst,8.6,140064,38,2,Yes,7,No
EMP10881,Female,23,Consulting,Senior Analyst,7.0,78365,53,2,No,55,Yes
EMP10882,Male,30,Consulting,Senior Analyst,6.2,156515,48,4,No,72,Yes
EMP10883,Female,42,Tax,Analyst,0.2,128700,55,4,Yes,10,Yes
EMP10884,Female,27,Consulting,Senior Analyst,5.8,122077,49,2,No,21,Yes
EMP10885,Male,29,Consulting,Senior Analyst,4.6,159537,37,3,No,76,Yes
EMP10886,Male,37,Consulting,Analyst,0.3,93247,50,2,Yes,10,Yes
EMP10887,Female,31,Tax,Analyst,0.3,79740,48,5,No,59,Yes
EMP10888,Female,27,Technology,Analyst,0.3,178560,43,5,Yes,14,Yes
EMP10889,Male,44,Consulting,Manager,0.0,52898,41,4,No,37,Yes
EMP10890,Male,34,Tax,Analyst,2.4,157991,48,5,No,0,Yes
EMP10891,Male,39,Consulting,Analyst,10.9,87613,40,4,No,45,No
EMP10892,Male,24,Consulting,Analyst,1.7,121707,55,4,No,42,Yes
EMP10893,Male,26,Consulting,Senior Analyst,2.3,136777,49,3,No,21,Yes
EMP10894,Female,30,Consulting,Analyst,10.3,72003,42,3,No,2,Yes
EMP10895,Female,27,Tax,Senior Manager,0.9,73478,68,3,No,13,Yes
EMP10896,Female,33,Technology,Manager,5.9,170506,35,3,Yes,1,No
EMP10897,Female,34,Audit,Senior Analyst,2.4,84030,66,4,Yes,60,Yes
EMP10898,Male,24,Advisory,Senior Analyst,2.5,158071,39,2,No,31,No
EMP10899,Male,28,Advisory,Analyst,1.3,170921,64,3,No,37,Yes
EMP10900,Male,25,Audit,Analyst,2.5,77800,56,3,Yes,45,No
EMP10901,Female,21,Audit,Manager,0.2,30445,54,3,Yes,41,Yes
EMP10902,Female,24,Consulting,Analyst,4.3,174112,50,3,No,5,No
EMP10903,Male,23,Audit,Analyst,1.0,25246,41,5,No,40,Yes
EMP10904,Male,29,Audit,Senior Analyst,6.6,56153,41,4,No,24,No
EMP10905,Female,28,Consulting,Analyst,1.4,30212,36,4,No,10,Yes
EMP10906,Female,21,Consulting,Manager,0.5,159411,48,3,No,40,Yes
EMP10907,Male,26,Tax,Analyst,3.6,81238,65,3,No,70,No
EMP10908,Male,29,Advisory,Manager,0.5,175466,48,2,No,56,Yes
EMP10909,Female,27,Technology,Senior Analyst,4.2,78871,39,4,Yes,45,No
EMP10910,Male,24,Consulting,Manager,10.3,125672,45,3,No,47,No
EMP10911,Male,33,Tax,Analyst,4.5,59607,39,2,No,62,Yes
EMP10912,Male,37,Technology,Senior Analyst,0.1,77055,63,4,No,38,Yes
EMP10913,Female,22,Advisory,Manager,2.7,129509,45,2,Yes,9,Yes
EMP10914,Female,25,Consulting,Senior Analyst,3.6,160467,39,3,No,69,Yes
EMP10915,Female,32,Tax,Analyst,5.2,152378,66,1,Yes,64,Yes
EMP10916,Female,41,Audit,Senior Analyst,0.2,171362,49,2,Yes,58,No
EMP10917,Female,28,Consulting,Senior Analyst,2.0,112687,53,2,No,77,Yes
EMP10918,Female,26,Consulting,Analyst,2.3,90078,56,2,No,35,Yes
EMP10919,Female,28,Advisory,Manager,0.6,159763,68,4,No,26,Yes
EMP10920,Male,38,Audit,Analyst,1.2,163542,51,4,No,72,Yes
EMP10921,Male,23,Technology,Senior Analyst,1.7,159913,46,3,No,54,Yes
EMP10922,Male,42,Advisory,Manager,5.4,127652,59,4,No,69,No
EMP10923,Male,32,Consulting,Senior Analyst,8.0,88197,51,3,No,52,No
EMP10924,Male,23,Technology,Manager,3.0,80773,44,3,Yes,59,Yes
EMP10925,Male,42,Consulting,Senior Manager,1.5,173848,62,2,No,60,Yes
EMP10926,Male,26,Technology,Analyst,0.9,143943,52,4,No,35,Yes
EMP10927,Female,22,Consulting,Analyst,12.1,52584,52,3,Yes,26,Yes
EMP10928,Female,43,Audit,Analyst,12.2,160372,66,4,No,40,Yes
EMP10929,Male,32,Tax,Senior Analyst,7.8,28338,48,4,No,27,No
EMP10930,Male,22,Advisory,Manager,4.6,87601,50,3,No,15,Yes
EMP10931,Female,26,Tax,Analyst,1.2,161559,52,4,No,34,Yes
EMP10932,Male,37,Technology,Analyst,5.1,61282,50,5,No,35,No
EMP10933,Male,23,Tax,Analyst,1.6,140447,51,3,Yes,55,Yes
EMP10934,Female,22,Advisory,Manager,1.2,120798,41,3,Yes,18,No
EMP10935,Male,43,Technology,Analyst,4.1,155963,46,4,No,56,No
EMP10936,Female,40,Advisory,Analyst,0.2,133611,68,4,No,32,Yes
EMP10937,Male,28,Consulting,Senior Analyst,0.1,165987,44,2,No,22,Yes
EMP10938,Female,42,Technology,Manager,1.8,36158,39,3,No,62,Yes
EMP10939,Female,32,Audit,Senior Analyst,1.8,35547,55,3,No,69,Yes
EMP10940,Female,24,Tax,Senior Analyst,6.8,113713,37,3,No,21,Yes
EMP10941,Male,25,Technology,Analyst,0.4,27459,53,2,Yes,66,No
EMP10942,Female,33,Tax,Senior Analyst,0.4,88146,69,5,Yes,79,Yes
EMP10943,Male,35,Advisory,Senior Analyst,0.5,128577,40,4,No,58,Yes
EMP10944,Male,43,Tax,Senior Manager,0.1,132761,48,3,No,24,Yes
EMP10945,Male,36,Consulting,Analyst,0.2,128727,38,4,No,16,Yes
EMP10946,Male,30,Technology,Analyst,3.2,75460,52,4,No,38,No
EMP10947,Female,43,Audit,Analyst,1.7,107970,63,2,No,76,Yes
EMP10948,Female,36,Audit,Analyst,4.3,40419,69,3,No,74,Yes
EMP10949,Male,32,Consulting,Manager,14.7,60577,50,3,No,73,Yes
EMP10950,Male,37,Consulting,Analyst,3.2,27921,54,4,No,38,Yes
EMP10951,Female,36,Consulting,Senior Analyst,0.2,160748,58,1,No,23,Yes
EMP10952,Male,32,Tax,Analyst,0.3,169535,69,5,No,37,Yes
EMP10953,Female,28,Consulting,Analyst,6.4,65935,53,3,Yes,56,Yes
EMP10954,Male,40,Consulting,Senior Analyst,2.2,150534,38,3,No,43,Yes
EMP10955,Male,23,Audit,Analyst,5.2,97828,67,3,No,35,Yes
EMP10956,Female,36,Consulting,Analyst,5.8,148649,36,2,No,69,Yes
EMP10957,Male,33,Advisory,Senior Analyst,7.9,114062,47,4,No,79,Yes
EMP10958,Female,43,Audit,Senior Analyst,9.0,80152,64,5,No,44,No
EMP10959,Male,39,Consulting,Analyst,2.4,121491,68,3,Yes,25,Yes
EMP10960,Male,28,Audit,Senior Manager,1.3,111569,64,5,No,10,Yes
EMP10961,Male,42,Audit,Senior Analyst,9.8,97467,58,4,Yes,51,Yes
EMP10962,Female,25,Consulting,Manager,2.4,172435,67,3,Yes,24,Yes
EMP10963,Male,40,Audit,Analyst,0.2,147537,44,4,No,30,No
EMP10964,Male,28,Tax,Analyst,3.1,78806,52,3,No,44,Yes
EMP10965,Male,44,Tax,Analyst,2.7,156332,53,3,No,66,Yes
EMP10966,Male,32,Consulting,Analyst,6.8,100992,41,2,No,75,No
EMP10967,Female,21,Technology,Analyst,3.2,47320,53,4,No,39,No
EMP10968,Female,41,Consulting,Manager,1.3,103971,58,2,Yes,45,Yes
EMP10969,Male,40,Consulting,Senior Analyst,10.2,73581,49,4,Yes,53,No
EMP10970,Female,26,Technology,Analyst,4.9,118645,57,4,No,40,Yes
EMP10971,Male,42,Audit,Senior Analyst,3.0,45754,38,3,Yes,37,No
EMP10972,Male,38,Technology,Analyst,1.0,94837,38,3,No,35,Yes
EMP10973,Male,28,Audit,Senior Analyst,1.4,163279,39,3,No,43,Yes
EMP10974,Female,27,Consulting,Senior Analyst,3.3,148746,57,3,No,56,No
EMP10975,Female,21,Audit,Manager,0.2,139780,45,3,Yes,65,Yes
EMP10976,Female,41,Tax,Senior Manager,0.9,112081,45,3,No,29,Yes
EMP10977,Female,36,Advisory,Analyst,3.8,49016,47,3,No,9,No
EMP10978,Female,32,Tax,Senior Analyst,2.0,85522,48,2,Yes,60,No
EMP10979,Female,26,Consulting,Manager,1.5,145896,42,1,No,62,Yes
EMP10980,Female,40,Consulting,Manager,0.5,137099,59,2,No,35,Yes
EMP10981,Female,22,Audit,Senior Analyst,1.7,176174,52,4,No,53,Yes
EMP10982,Female,34,Consulting,Manager,4.4,129429,52,5,No,64,No
EMP10983,Male,24,Technology,Analyst,0.9,26924,44,3,Yes,3,Yes
EMP10984,Female,21,Consulting,Manager,0.0,110015,41,3,No,54,Yes
EMP10985,Female,43,Tax,Analyst,3.3,129987,48,2,No,53,No
EMP10986,Female,38,Tax,Senior Analyst,10.8,79333,49,3,Yes,63,Yes
EMP10987,Female,33,Consulting,Manager,2.8,151372,50,2,No,21,No
EMP10988,Female,22,Advisory,Analyst,0.4,156378,36,4,Yes,24,Yes
EMP10989,Female,29,Audit,Senior Analyst,1.2,113495,64,5,No,58,Yes
EMP10990,Female,41,Audit,Analyst,6.1,94767,64,2,Yes,56,No
EMP10991,Female,22,Audit,Senior Manager,0.8,129332,52,4,No,53,Yes
EMP10992,Female,29,Advisory,Manager,2.8,168279,65,1,No,43,No
EMP10993,Female,21,Consulting,Senior Analyst,1.5,64426,47,3,No,51,Yes
EMP10994,Female,31,Consulting,Senior Analyst,0.7,31336,54,2,No,75,Yes
EMP10995,Male,23,Consulting,Manager,5.0,137200,69,3,No,15,No
EMP10996,Male,40,Consulting,Analyst,4.1,42256,57,2,No,15,Yes
EMP10997,Female,43,Advisory,Analyst,3.3,58719,67,3,No,54,No
EMP10998,Female,24,Tax,Senior Analyst,0.8,67017,69,3,No,60,Yes
EMP10999,Male,38,Audit,Analyst,0.3,70704,54,3,No,78,Yes
EMP11000,Female,43,Audit,Analyst,2.6,55013,37,4,No,76,No
EMP11001,Male,26,Tax,Analyst,2.4,104991,42,5,No,39,No
EMP11002,Male,23,Consulting,Analyst,0.6,95258,66,3,No,20,Yes
EMP11003,Male,42,Advisory,Manager,0.2,103348,63,2,Yes,65,Yes
EMP11004,Male,31,Consulting,Senior Analyst,0.3,35060,41,3,No,7,Yes
EMP11005,Male,35,Consulting,Senior Analyst,14.8,162727,36,4,Yes,70,No
EMP11006,Female,42,Audit,Analyst,4.6,74923,55,3,No,9,No
EMP11007,Male,25,Consulting,Analyst,7.7,103563,40,3,Yes,56,Yes
EMP11008,Female,40,Advisory,Analyst,0.7,160102,62,2,No,3,Yes
EMP11009,Female,30,Consulting,Manager,9.7,114779,66,3,No,42,No
EMP11010,Male,32,Tax,Senior Analyst,0.5,175811,43,3,No,62,Yes
EMP11011,Male,35,Technology,Manager,2.1,124704,45,5,No,42,No
EMP11012,Female,37,Consulting,Senior Analyst,5.3,154157,57,4,No,66,Yes
EMP11013,Male,30,Tax,Senior Analyst,1.3,135234,45,2,No,50,Yes
EMP11014,Male,26,Consulting,Senior Analyst,1.7,86687,36,3,No,55,Yes
EMP11015,Female,38,Consulting,Manager,0.4,61491,37,3,No,42,Yes
EMP11016,Female,33,Tax,Manager,0.4,97115,45,3,No,23,Yes
EMP11017,Male,23,Consulting,Analyst,2.9,142935,69,4,No,33,Yes
EMP11018,Female,44,Advisory,Senior Analyst,3.4,108778,49,3,Yes,58,No
EMP11019,Male,30,Audit,Senior Analyst,4.5,160853,45,3,No,1,No
EMP11020,Male,34,Advisory,Senior Analyst,2.4,45448,65,3,No,1,Yes
EMP11021,Male,26,Technology,Analyst,3.1,76550,62,4,No,9,Yes
EMP11022,Female,23,Technology,Manager,0.0,74294,62,4,No,22,Yes
EMP11023,Female,36,Tax,Senior Manager,0.5,46446,66,3,No,14,Yes
EMP11024,Female,27,Tax,Analyst,12.6,101579,59,3,No,75,Yes
EMP11025,Female,40,Advisory,Manager,0.2,139679,54,3,Yes,16,Yes
EMP11026,Female,34,Advisory,Analyst,3.4,110615,62,5,No,13,Yes
EMP11027,Male,29,Audit,Analyst,0.6,42101,59,3,Yes,78,Yes
EMP11028,Male,35,Consulting,Analyst,3.8,53016,45,3,No,75,No
EMP11029,Male,41,Consulting,Analyst,3.7,175004,53,3,No,15,No
EMP11030,Male,23,Technology,Manager,0.8,115481,62,4,Yes,31,Yes
